paragraph,label
"He et al. [38] described an approach to obtain the antifouling layer on the membrane surface by a reaction enhanced surface segregation method. This technique included the addition of polyvinylpyrrolidone (PVP) in the casting solution as a surface segregation agent and PAA as an additive in the coagulation bath. It was shown that application of PAA as an additive in the coagulation bath led to the significant surface hydrophilization, enhancing the negative surface charge and, besides, increasing flux recovery ratio values after oil-water emulsion and bovine serum albumin solution filtration [38].",n
"In this article, a further development of the method of PSf ultrafiltration membrane modification by addition of polyelectrolytes into the coagulation bath via NIPS was performed [34-37]. The goal of the study was to investigate in depth the effect of the concentration of PAA in the coagulation bath on the structure, hydrophilic-hydrophobic balance, zeta potential of the selective layer, separation performance and antifouling stability of the surface modified PSf membranes in humic acid solution and ThMP ultrafiltration. The novelty of this work is that the modification of PSf membranes using the addition of PAA to the coagulation bath is systematically studied for the first time. Moreover, the application of the developed PSf/PAA membranes for concentration of hemicelluloses from ThMP process water and study of the effect of PAA concentration in coagulation bath on the membrane separation performance, fouling resistance and cleaning efficiency has not been reported yet.",n
"Polysulfone (PSf, Ultrason S 6010, Mn = 55*kg mol-1, BASF), polyethylene glycol (PEG-400, Mn = 0.4 kg mol-1, BASF) and N,N-dimethylacetamide (DMAc, 99%, BASF) were used for membrane preparation without prior purification.",y
"Polyacrylic acid (PAA, Mn = 250*kg mol-1, Sigma-Aldrich) aqueous solutions were used for membrane surface modification and served as a coagulation bath. PAA concentrations in the coagulation bath were 0.4; 0.7; 1.0; 1.2; 1.5; 2.0 wt%. PAA solutions were prepared by dissolving selected amounts of PAA in distilled water at room temperature for 1 h using a magnetic stirrer.",y
"Membrane separation performance (rejection and flux) were investigated using aqueous solution of polyvinylpyrrolidone (PVP K-30, Mn = 40 kg mol-1, Sigma-Aldrich) and solution of lysozyme (Lys, Mn = 14.3 kg mol-1, Sigma-Aldrich) in a phosphate buffer (pH 7.2).",n
"5*10-3 wt% humic acids solution (HAs) in tap water was used to evaluate the antifouling performance of the reference and modified membranes. The solution of HAs was obtained from the fertilizer ""Hydrohumin"" (Biochem, Belarus) which consists of the 50 wt% solution of humic acids in water.",n
"The thermomechanical pulp mill (ThMP) process water used for the ultrafiltration evaluations was provided by Stora Enso (Kvarnsveden Mill, Sweden). To avoid microbial growth, FennoCide BZ26 (Kemira, Helsinki, Finland) was added to the process water as a preservative. The composition of the ThMP process water is presented in Table 1.",n
"Kinematic viscosity (n, mm2*s-1) of the PAA aqueous solutions (0.15 wt%; 0.4 wt%; 0.5 wt%; 0.7 wt%; 1.0 wt%; 1.5 wt%. 2.0 wt%) at T = 20 degC was measured using Ubbelohde capillary viscometer (capillary diameter d = 0.56 mm).",n
"The polymer solution preparation technique was described in [40]. Polymer solution (20 wt% PSf, 10 wt% PEG-400 and 70 wt% DMAc) was applied on a glass plate using a casting knife with a gap height of 250 um at the room temperature. Distilled water and PAA aqueous solutions (0.4-2.0 wt%) were used as the coagulation bath during membrane preparation via NIPS. PAA concentrations in the coagulation bath and corresponding membrane abbreviations are presented in Table 2. Membranes were kept in distilled water at least for 24 h to remove the residual solvent.",y
"The time of membrane formation in NIPS was determined as the time from the moment of immersion of a nascent polymer film into the coagulation bath to the moment, when the precipitated membrane completely separates from the glass plate. Membrane formation time was determined for different coagulation bath compositions at T = 25 degC (Table 2).",y
To study the composition of the selective layer and bottom layer of the membranes modified by the PAA addition to the coagulation bath Fourier-transform infrared spectroscopy (FTIR) using frustrated total internal reflection method was applied. FTIR spectra were recorded on a Nicolet Is50 IR Fourier spectrometer (Thermo Scientific(tm)) in the frequency range of 400-4000 cm-1 with an accuracy of 0.01 cm-1. The membrane samples were dried for five days before the FTIR studies.,n
"The water contact angles of flat-sheet ultrafiltration membranes were determined by the attached bubble method using a LK-1 goniometer (""Open Science"", Russia). The membranes were fixed using double-sided tape in the optically transparent cuvette filled with MilliQ water in such a way that the studied surface was immersed in water and placed parallel the bottom of the cuvette. The bubble of air with the volume of 3 uL was produced with the microsyringe and it attached spontaneously to the membrane surface immersed in water. The geometric parameters of the bubble attached to the membrane surface were recorded with a camera after 60 s from the moment of attachment of the bubble and processed using the DropShape software. Measurements were performed selectively in triplicates for each membrane. Maximum measurement errors allowed were +- 2deg in variance.",n
"The membrane morphology (cross-section at different magnifications and the surface of membrane selective layer) was investigated using Phenom Pro scanning electron microscope (Thermo Fisher Scientific Inc., USA) and Carl Zeiss scanning electron microscope. Membranes were cleaved by cryogenic fracturing in liquid nitrogen followed by the application of a gold layer using the cathode sputtering in a vacuum installation DSR (Vacccoat, UK).",n
"The surface structure of the membrane samples was studied using an atomic force microscope NT-MDT NTegra Maximus (NT-MDT Spectrum Instruments, Russia) equipped with standard silicon cantilevers and a rigidity of 15 N m-1.",n
"The zeta potential of the membrane selective layer was measured using a SurPASS 2 instrument (Anton Paar, Austria). An aqueous solution of KCl in MilliQ water with a concentration of 10-3 mol L-1 was used as the electrolyte. Zeta potential determination was carried out in the pH range from 2.5 to 10.0. Measured streaming potential data were converted to zeta potential with the Helmholtz-Smoluchowski equation using the instrument's software.",n
"Membrane pure water flux (PWF, L m-2 h-1) and flux of the studied feed solutions were calculated as a permeate volume per unit of the membrane area and per unit of time in ultrafiltration with stirring according to the Eq. 1[21,34-37].(1)J=VAt,where, J is the flux (L m-2 h-1), V is the permeate volume (L), A is the membrane effective surface area (m2), and t is the permeation time (h).",n
"The ultrafiltration studies were carried out at the room temperature, transmembrane pressure of 1 bar and stirrer velocity of 200 rpm in the Amicon type ultrafiltration cell with the effective membrane area 24.6 cm2. The ultrafiltration cell was equipped with magnetic stirrer; the pressure was created by balloon with nitrogen and controlled by manometer (Fig. S1, Supporting information). The ultrafiltration of pure water, PVP K-30, lysozyme and humic acids aqueous solutions was carried out in dead-end ultrafiltration mode with stirring.",n
"First, membranes were compacted for 30 min at 1 bar while pure water ultrafiltration with stirring. Directly after this, the membrane PWF was measured every 5 min until it became constant. This value was considered as membrane PWF. Thereafter, the water was replaced by either 0.3 wt% aqueous solution of polyvinylpyrrolidone (PVP K-30) or 0.5 wt% Lys solution in a phosphate buffer (pH 7.2). Flux (J, L m-2 h-1) and rejection coefficient (R, %) of the reference PSf and modified membranes were measured after 30 min of ultrafiltration at 1 bar and ambient temperature. The Lys contents were analyzed with an UV-Vis spectrophotometer (Metertech UV-VIS SP 8001) at a wavelength of 280 nm. The concentration of PVP K-30 was evaluated using a Rayleigh interferometer. The rejection was calculated using the Eq. 2:(2)R=1-CpCf,where Cp and Cf are concentrations of solutes in permeate and feed solution, respectively, which are proportional to optical densities.",n
"The membrane pH-sensitivity (dependence of pure water flux on the pH) was investigated by filtration of MilliQ water adjusted to different pH values (3, 5, 7, 9) using 0.1 M HCl and 0.1 M NaOH aqueous solutions. The procedure was the following: first, the studied membrane was pre-conditioned for 30 min while pure water ultrafiltration at 1 bar. Then, MilliQ water with pH 3 was placed into the filtration cell. The ultrafiltration was carried out for 30 min and flux was measured. Thereafter, MilliQ water with pH 5 was filled into the ultrafiltration cell and filtered for 30 min. The pure water flux was measured. The similar procedure was repeated for pH 7 and 9. Thereafter, MilliQ water was filtered during 30 min and the cycle started again. Overall, three filtration cycles were carried out to study reproducibility of the change of flux in response to the pH change.",n
For the study of flux and rejection at least 5 membrane samples were measured and an average value was calculated. The relative error for flux measurement was found to be 5% and for rejection-0.5%.,n
"To evaluate antifouling performance of the PSf reference membrane and the PSf/PAA modified membranes 10-3 wt% HAs solution in tap water was used as a feed. MilliQ water was filtered for 30 min at 1 bar and stirrer velocity of 200 rpm to pre-condition the membranes and thereafter the PWF was measured. Then, the HAs solution was placed into the ultrafiltration cell. While filtration of 5*10-3 wt% HAs solution in tap water for 1 h, flux (JHAs, L m-2 h-1) and rejection coefficients were determined every 10 min. After that the membranes were cleaned with MilliQ water during 30 min of ultrafiltration and the PWF was determined. The flux recovery ratio (FRR, %) and total flux decline ratio (DT, %) were calculated according to Eqs. (3) and (4), correspondingly:(3)FRR=JWFPWF100%,(4)DT=PWF-JHAsPWF100%,where JWF is water flux of the washed membrane, L m-2 h-1, JHAs is the HAs solution flux, L m-2 h-1.",n
Characteristics of the initial HAs solution in the tap water are presented in Table 3.,n
"The spectrophotometer UV/VISSP8001 (Metertech, USA) was used to analyze the optical density of HAs feed solution and permeate at the wavelength of 400 nm. Iron content was determined by an inductively coupled plasma atomic emission spectrometer (Vista PRO, USA).",n
"The UF experimental setup used for the filtration of ThMP process water included a 15 L feed tank with temperature regulation by a temperature control unit (Model MCM, Shinko, Technos Co., Ltd, Japan) and an immersion heater (Baker, Elektro-Varme, Sweden) (Fig. S2, Supporting information). The overall transmembrane pressure (TMP) was monitored by two digital pressure gauges (DCS40.0AR, Trafag AG, Switzerland) on the feed and retentate sides, and controlled using a needle valve on the retentate side. The crossflow velocity (CFV) over the membrane surface was measured by a flowmeter (FCH-34-PP-Chemica, B.I.O-TECH E.K., Germany) placed on the retentate side and the flow was set by a positive displacement pump (Hydra-cell D25XL, Wanner, USA). The setup was equipped with 3 identical and parallel membrane modules. Each module had a circular shape and an effective membrane area of 19.6 cm2. Scales (PL6001-1, Mettler Toledo Inc., USA) placed below each of the modules were used to calculate the permeate fluxes based on mass differences over time. The TMP was calculated as average pressure difference between the retentate and feed sides according to the Eq. 5:(5)TMP=i=1n(Pret-Pfeed)nWhere Pret - liquid pressure at retentate side determined by pressure gauge 1 (Fig. S2, Supporting information), Pfeed -liquid pressure at the feed side determined by pressure gauge 2 (Fig. S2, Supporting information), n - number of measurements (pressure was automatically measured every 10 s during ultrafiltration).",n
"The experimental procedure used during the UF of ThMP process water started with a cleaning cycle, for 1 h at 50 degC, using an alkaline solution of 1.0% (w/w) Ultrasil 10 (Ecolab, Sweden). The conditions during this cleaning cycle were kept constant at a TMP of 2.0 bar and a CFV of 0.5 m s-1. The same cleaning procedure was used also after the UF of ThMP process water. During the UF of the process water from the pulp industry, temperature and CFV were kept constant at 70 degC and 0.3 m s-1, respectively, while permeate fluxes were recorded for the TMP of 1.0, 3.0 and 5.0 bar, the average permeance in L m-2 h-1 bar-1 was calculated according to Eq. 6.(6)P=VAtTMP,where P is membrane permeance, L m-2 h-1 bar-1, V is permeate volume, L, A is the effective membrane area, m2, t is time, TMP is transmembrane pressure, bar.",n
"Between each process step, the system was rinsed with abundant deionized water prior to PWF measurements. These PWF studies were performed using deionized water after the UF of ThMP process water and after each cleaning.",n
"The operation conditions for the PWF measurements were at constant temperature of 30 degC and constantly kept CFV of 0.3 m s-1, while the TMP was increased from 1.0 to 2.0 bar and consecutively from 2.0 to 3.0 bar. The permeate flux measurements were carried out after reaching of steady flux state. Permeate and retentate flows were recirculated to the feed tank.",n
The membrane permeance was calculated according to Eq. (6).,n
"The degree of fouling of the membranes was measured according to flux recovery ratios after rinsing with deionized water (FRRrinse, %), while the effectiveness of the applied cleaning cycle was measured according to the flux recovery ratios after cleaning (FRRclean, %). Both parameters were defined by the Eqs. (7) and (8):(7)FRRrinse=PrinseP0*100%,(8)FRRclean=PcleanP0*100%,where P0 is pure water permeance prior to the UF of ThMP process water, L m-2 h-1 bar-1, Prinse and Pclean are pure water permeances prior to and after the second cleaning cycle, respectively, L m-2 h-1 bar-1.",n
"During the UF of ThMP process water, samples of permeate and feed were collected while the permeate fluxes were recorded. The rejection (R, %) of hemicellulose and lignin were calculated according to Eq. (2).",n
"The following analytical procedure was performed as per the standardized NREL procedure [41,42].",n
"The concentration of hemicelluloses was determined using mannan as an indicator sugar for the softwood hemicellulose. To obtain monomeric forms of sugars from polysaccharides for analysis, an acid hydrolysis of 20 mL samples with 1.5 mL of 72% sulfuric acid was performed in an autoclave (Systec DX-150, Germany) at 121 degC for 1 h. The hydrolysates were thereafter filtrated through ceramic filters to separate soluble parts from acid insoluble solids. Further, the filtrates collected from this filtration step were diluted in deionized water before being analyzed by high-performance anion exchange chromatography with a Dionex ICS-3000 (Dionex Corp., USA) system. The system was equipped with a pulsed amperometric detector and a Carbo Pac PA1 as analytical column. Deionized water at a flow rate of 1.0 mL min-1 was used as eluent solution, while a 200 mM NaOH solution at a flow rate of 0.5 mL min-1 was considered for post column eluent addition. Finally, 170 mM sodium acetate and 200 mM NaOH solution was used as wash eluent solution at a 0.5 mL min-1 flow rate. Calibration standards used were glucose, galactose, arabinose, mannose and xylose solutions, with pre-defined concentrations.",n
"Each sample was diluted in deionized water prior to UV measurements in a spectrophotometer (Shimadzu UV spectrophotometer UV-1800, Kyoto, Japan) at 280 nm wavelength. Triplicates were measured for each sample and an absorptivity factor of was considered [43].",n
"Measurements of total solids were performed in an oven for 24 h at 105 degC. The weight difference of the ceramic cups provided the total solids content in each sample. Thereafter, dried samples were put in a furnace using the following procedure to determine the ash content of the samples: 30 min at 250 degC and 180 min at 575 degC. To reach the temperature of 250 degC, temperature increase rate of 10 degC min-1 was considered while for the following temperature increase, 20 degC min-1 temperature ramping was performed. The ash content was the difference in weight prior and after the ashing procedure.",n
"Conductivity of the initial ThMP feed solution was measured at 30 degC using a WTW Conductivity Meter LF95 (Christian Berner AB, Partille, Sweden).",n
FTIR spectra of the selective layers and the bottom layers of both the reference PSf membrane and PSf membranes modified via the addition of PAA to the coagulation bath are presented in Fig. 1. It was found that vibrations of PSf membrane matrix prevail both in the spectra of reference and modified membranes.,n
"It was revealed that the absorption bands with the peak at 1153 cm-1 are due to the PSf R-SO2-R group symmetric stretching vibrations (Fig. 1). The absorption bands at 1583, 1487 and 1106 cm-1 belong to the vibrations of PSf aromatic ring (CC bonds) [44]. Peak at 1243 cm-1 is assigned to the vibrations of -C-O-C- groups bound with benzene ring of PSf [45]. Stretching fluctuations of S-N groups are observed at 2850 and 2965 cm-1. The absorption bands at 1650 cm-1 correspond to the vibrations of the S=O in carboxylic groups of PAA immobilized on the selective layer surface (2-6 in Fig. 1) [46]. FTIR spectra of the selective layer of modified membranes were characterized by the wide absorption band in the range of 3000-3600 cm-1, peaking at 3420 cm-1. These broad peaks correspond to the vibrations of the O-H groups involved in the formation of hydrogen bound of the carboxylic groups immobilized on the surface of the selective layer (2-6 in Fig. 1). This was the result of the immobilization of the polyelectrolyte macromolecules into the PSf membrane selective layer when PAA is added in the coagulation bath upon membrane preparation by NIPS. It was found that an increase in PAA concentration in the coagulation bath yields the increase in the intensity of the peaks at 1650 and 3420 cm-1 in the spectra of the selective layer surface (2-6 in Fig. 1). This is due to the fact that more PAA macromolecules were immobilized on the surface of membrane selective layer. However, no evidence of immobilization of PAA macromolecules was revealed on the surface of the membrane bottom layer (7 in Fig. 1). This finding is in agreement with the results obtained in our previous works [34,35]. This fact can be explained in the following way: polymer film was cast on the glass plate and then immersed in the coagulation bath, so membrane bottom layer is blocked by the glass plate from the contact with coagulant until the membrane will be completely formed and spontaneously released from the glass plate. In this system the selective layer is the first to contact with the coagulant during membrane formation via NIPS. The diffusion of the coagulant occurs in the direction from the selective layer to the bottom layer across the nascent polymer film. Absence of PAA macromolecules on the surface of the membrane bottom layer is due to the low rate of their diffusion through the formed less porous and dense selective layer across the nascent polymer film during membrane preparation via NIPS [34,35].",n
"The effect of PAA concentration in the coagulation bath on the membrane structure is demonstrated in Fig. 2. The structure of the reference PSf membrane as well as the membranes modified by PAA consists of the thin selective layer, the transitional layer and porous membrane matrix pierced by elongated macrovoids. The reference PSf membrane was revealed to feature the porous transitional layer located near the selective layer and porous membrane matrix between large macrovoids (Fig. 2a). This morphology is a common structure formed by instantaneous demixing mechanism in NIPS. Addition of 0.4 wt% of PAA results in the change of the macrovoid shape: they become wider, shorter, some of the macrovoids become oval. The thickness of the transitional layer increased (macrovoids move farther from the selective layer); however, it remained very porous (Fig. 2b). It was found that starting from 0.7 wt% PAA in the coagulation bath and further increase in the PAA concentration the number of macrovoids decreases and a denser selective layer and less porous membrane matrix are formed (Fig. 2c-f). Moreover, the thickness of the transitional and selective layers increased with the rise of PAA concentration in the coagulation bath. It was previously found that the addition of the cationic or anionic polyelectrolytes (commercially available flocculants) based on polyacrylamide, Praestol 859 or Praestol 2540, respectively, to the coagulation bath does not influence the thermodynamics of the phase separation of the casting solution [34-37]. It was established that the key factor responsible for the change of membrane structure is a significant rise in viscosity of the coagulation bath. ""Solvent-non-solvent"" exchange rate during membrane preparation via NIPS decreased with the increase in coagulant viscosity. In other words, the in-diffusion velocity of the precipitant into the cast polymer film and out-diffusion velocity of the solvent out of the polymer film decreased [34-37]. Previously, it has been revealed that the addition of polyelectrolytes to the coagulation bath yields the increase in membrane formation time due to the increase in the coagulant viscosity [34-37].",n
"In this study it was found that addition of PAA to the coagulant also leads to the increase of viscosity (Fig. S3 A, Supporting information). However, this increase in viscosity is rather small compared to the addition of Praestol flocculants based on polyacrylamide [34-37]. For instance, when 2.0 wt% of PAA is added to coagulant the viscosity increases by 2.2 times compared to water (Fig. S3 A, Supporting information). The systematic dependence of membrane formation time on coagulant viscosity was revealed and presented on Fig. S3 B (Supporting information). When 1.0 wt% of PAA is added to the coagulation bath membrane formation time increases by 1.7 times (from 7 up to 12 s); and when 2.0 wt% of PAA is added - by 2.9 times (from 7 up to 20 s) compared to membrane formation time when water is used as a coagulant. So, it was revealed that PAA addition to coagulation bath leads to the slight increase of membrane formation time due to not very high molecular weight. It should be taken into account that membrane formation time as determined in this study is a global measure of kinetic processes during NIPS and will not reflect all mechanistic details; what happens at the interface upon contact between cast film and coagulant is certainly not fully covered. A possible reason of structural changes of membrane cross-section is the immobilization of PAA macromolecules in the membrane selective layer, which leads to the formation of thicker and denser selective membrane layer. Upon the contact with the coagulant a partly precipitated gel-like selective layer is formed and further diffusion of the coagulant happens through this formed layer. The diffusion coefficient of PAA macromolecules through the formed selective layer is lower compared to the diffusion coefficient of solvent and non-solvent. Hence, it is expected that the depth of PAA anchorage in polymer matrix will be in the vicinity of the selective layer and concentration of PAA will significantly decrease across the membrane thickness. The evidence for this is the absence of PAA macromolecules on the surface of the membrane bottom layer which was confirmed by FTIR and discussed above.",n
"It was revealed that PAA addition led to a decrease in a number of pores in the membrane selective layer and a decrease in the pore size (Fig. 3). This is due to the deceleration of phase inversion rate, caused by the coagulation bath viscosity increase. Pores of the selective layer of PA-2.0 membrane become so small that they can no longer be detected by SEM at the magnification used (Fig. 3e).",n
"The topology of the surface of membrane selective layer was studied using atomic force microscopy (AFM). It is known that surface roughness of the selective layer has a great impact on antifouling membrane stability [47]. The surface roughness of the membrane selective layer was analyzed for the reference membrane (PA-0) and membranes with high PAA concentration in the coagulation bath (PA-1.0, PA-1.5 and PA-2.0) (Fig. S4, Supporting information).",n
"It was found that the selective layers of modified membranes have a nodular structure typical of membranes obtained via NIPS. Further, it was shown that immobilization of the PAA macromolecules on the selective layer surface had only a weak influence on the topology and selective layer roughness (Table 4). However, it was revealed to be the minimum values of the roughness parameters, both average roughness (Ra, nm) and root mean square roughness (Rq, nm), for PA-1.5 membranes. According to this, the PA-1.5 membranes are characterized by a smoother selective layer surface.",n
"Zeta potentials of the selective layer surface of the reference and modified membranes were investigated via measurements of the tangential flow streaming potential. It is known that zeta potential greatly affects membrane separation performance as well as antifouling resistance. It was revealed that the zeta potential was negative for reference and modified membranes over the entire investigated pH range. Zero fit showed that the isoelectric point for PA-0 membranes was approximately at pH 3.4, for PA-1.0 membranes it was at pH 3.3, for PA-1.5 and PA-2.0 - at pH 2.5 (Fig. 4). Hence, the isoelectric point was found to decrease with PAA concentration in the coagulation bath. Decrease in the zeta potential of the selective layer surface of the reference membrane with pH rise are explained by the specific adsorption of anions of electrolyte (Cl-) and hydroxyl ions (OH-) whereas PSf has no dissociated (negatively charged) groups [48]. It was found that the zeta potential of the reference membrane is lower in absolute value than that of the membranes modified by PAA over the whole pH range. An increase in the PAA content in coagulation bath and, therefore, a density of immobilized macromolecules (Fig. 1) yielded the decrease in zeta potential of the membrane surface (Fig. 4). It was shown that zeta potential decreased when pH increased, that is due to the ionization of PAA macromolecules (pKa of the PAA is 4.5 [49]). These results are consistent with the data obtained in [35].",n
"A water contact angle characterizes the hydrophilicity of the membrane surface and impacts the antifouling membrane performance [34]. It was found that addition of 0.4 wt% of PAA into the coagulation bath during membrane preparation results in a dramatic decrease in water contact angle from 65deg for the reference PA-0 membrane down to 25deg. Further, increase of PAA concentration in the coagulation bath yielded the decrease in water contact angle down to 20-21deg for PA-0.7, PA-1.0 and PA-1.2 membranes. The rise of PAA concentration in the coagulation bath up to 1.5 and 2.0 wt% led to further hydrophilization of the surface of the membrane selective layer: the water contact angle became 17-16deg (Fig. 5). This is due to the increase in the density of immobilized polyelectrolyte macromolecules containing hydrophilic groups which was confirmed by FTIR analysis (Fig. 1). Carboxylic groups (-COOH) of PAA were solvated by the water molecules forming the hydration layer which prevents the absorption of proteins and colloid particles on the membrane surface [38].",n
"Membrane separation performance depends primarily on the selective layer structure (thickness, pore size and porosity). The membrane pure water flux (PWF) was found to decrease with an increasing the PAA concentration in the coagulation bath (Fig. 6A). For instance, PWF for PA-2.0 decreased by 2.2 times compared to the reference PA-0 membrane. This is the result of the formation of a denser selective layer and a decreasing of the selective layer pore size and porosity, which was confirmed by SEM (Fig. 3).",n
"The PVP K-30 rejection coefficient, on the contrary, was shown to increase up to more than 99% with the increasing of polyelectrolyte concentration in the coagulation bath, compared to 90% for the reference membrane (Fig. 6A). Decreasing of the pore size leads to the reduction of permeability of the PVP macromolecules and, therefore, to the increase in rejection coefficient.",n
"Membrane separation performance was also investigated by filtration of the 0.5 wt% lysozyme solution in the phosphate buffer with pH 7.2. It was found that the addition of 0.4 wt% PAA into the coagulation bath resulted in a lysozyme solution flux decrease in 2.6-2.8 times (Fig. 6B). However, further increase in PAA concentration did not affect the modified membrane flux, and it did not exceed 13-15 L m-2 h-1. The lysozyme rejection coefficient increased up to 99% for PA-2.0 membrane. This was the result of decreasing the pore size of the membrane selective layer (Fig. 3). Another possible reason is the higher adsorption of positively charged lysozyme macromolecules at pH 7.2 on the negatively charged membrane selective layer surface. The latter factor could promote the electrostatic attraction of lysozyme macromolecules to the membrane surface and facilitate the formation of a gel layer of lysozyme, which served as a secondary membrane and increased lysozyme rejection during ultrafiltration (Figs. 4 and 6B).",n
It was found that pH of the feed solution affects the modified membrane performance due to the presence of PAA macromolecules on the selective layer surface and on the pore walls. It is known that the ion strength and pH variations cause the self-induced reversible conformation transition of the polyelectrolyte macromolecules: a stretched chain -- a globule. The degree of elongation of the polyelectrolyte chain coil increases proportionally to the degree of ionization due to the electrostatic repulsion of charged groups. Polymer chains in the stretched conformation probably covered a large membrane surface area thereby decreasing the effective pore size that resulted in a flux reduction.,n
"The dependence of flux changes on the pH of the feed water was studied for PA-1.5 membrane (Fig. 7). Polyelectrolyte units immobilized on the selective layer surface and inside the pores, being protonated at pH 3, assumed the globule conformation and therefore did not block the pores. Consequently, the membrane flux was found to be the highest at pH 3. Further proceeding to the base pH region induced the ionization of the carboxylic groups of the PAA with the formation of the negatively charged carboxylate groups. Repulsion of similar charged groups caused the transition of PAA macromolecules to the stretched conformation and partially blocked the membrane pores. Thereby, the membrane flux was decreased by 4 times, in the average, at pH 7 and 9 compared to the flux at pH 3.",n
"The reproducibility of results was demonstrated over three filtration cycles (Fig. 7). It was found that pH-sensitivity was maintained over the three filtration cycles. The increasing membrane flux in the second and third cycles was probably due to the washing out of PEG-400 from the membrane selective layer and pores. However, the pH-sensitivity of membranes was not lost. Thus, it can be stated that PAA macromolecules were strongly fixed in the PSf membrane matrix.",n
"The influence of PAA addition to the coagulation bath on the antifouling performance was investigated during filtration of the 5*10-3 wt% humic acids (HAs) solution in tap water. The antifouling performance of the reference PA-0 and modified PA-1.5 membranes was studied. HAs performance and antifouling parameters (flux recovery ratio (FRR) and total flux decline ratio (DT)) as well as permeate characteristics are presented in Table 5. It was found that HAs flux of the reference membrane PA-0 decreased from 120 to 102 L m-2 h-1 after 1 h of HAs solution ultrafiltration, however for the PA-1.5 membrane flux was constant during 1 h of filtration -- 68 L m-2 h-1. Pure water flux of the PA-0 membrane after filtration of the HAs solution decreased down to 87 L m-2 h-1, while water flux of the PA-1.5 membrane was the same as HAs solution flux. According to this, the PA-1.5 membrane was found to feature significantly higher antifouling stability than the reference one. Better antifouling stability of PA-1.5 membrane compared to the reference one was attributed to the smaller pore size of the selective layer of the PA-1.5 membrane compared to the reference PA-0 membrane (Fig. 3a, d); lower surface roughness (Table 4, Fig. S4, Supporting information) and significantly higher hydrophilicity (Fig. 5). Moreover, HAs molecules feature negative charge at pH 8.4 [51]. It was shown that selective layer surface of the PA-1.5 membrane is characterized by higher absolute value of negative charge compared to the reference membrane (Fig. 4). This results in the better repulsion of HAs molecules and PA-1.5 membrane selective layer.",n
"Based on the permeate characteristics after filtration of HAs solutions, it was shown that both PA-0 and PA-1.5 membranes were effective in surface water treatment, which usually contains HAs and fulvic acids (Table 5). However, it was found that the PA-1.5 membrane is characterized by higher iron removal from HAs solutions compared to the reference membrane, due to the electrostatic adsorption of positively charged iron ions on the surface of membrane selective layer of the PA-1.5 membrane with higher absolute value of negative charge compared to the PA-0 membrane at pH 8.4 (Fig. 4, Table 5).",n
"Fig. 8 presents the fluxes during the filtration of ThMP process water and the permeances of the PSf membranes. It was revealed that PAA addition to the coagulation bath during the membrane formation led to an increase in the negative value of zeta potential and hydrophilicity of the membrane surface (Figs. 4 and 5) and a decrease in the pore size and porosity (Fig. 3) of the selective layer, which led to the reduction in the attachment of fouling substances.",n
"The dependence of membrane flux during ultrafiltration of ThMP process water on transmembrane pressure (TMP) is shown in Fig. 8A. It was found that membrane flux increased with increasing the PAA concentration in the coagulation bath; only after using high PAA concentration about the same flux was obtained (PA-1.0 vs. PA-1.5). The enhanced fluxes can be related to an increase in antifouling resistance of modified membranes due to the substantial increase in selective layer hydrophilicity and negative charge that prevent the formation of the gel layer of dissolved substance on the membrane surface and the loss of permeability. In contrast, the reduction in PWF for the membranes with higher PAA content in the coagulation bath is due to the decrease in the pore size and porosity of the selective layer and increase in the thickness of the selective layer (Figs. 2, 3, 6). Thus, membrane morphology (especially pore size, porosity and selective layer thickness) is more influential on PWF than hydrophilicity, as reported in [50].",n
"Membrane permeances using pure water were studied before ThMP process water ultrafiltration, after rinsing with deionized water and cleaning with an alkaline agent after ThMP process water ultrafiltration (Fig. 8B). It was found that initial permeance of the modified membranes is lower than the permeance of the reference membrane. This is due to the decrease in pore size and porosity of the membrane selective layer and increase in selective layer thickness (Figs. 2, 3). However, permeances of modified membranes after rinsing were revealed to be higher compared to the PA-0 membrane. Moreover, it was found to be 2 times higher for the PA-1.0 membrane compared to the reference one (Fig. 8B). Permeance was found to increase by 2 times after membrane cleaning with the alkaline agent Ultrasil 10 both for reference and modified membranes compared to the permeance after rinsing with pure water. Nevertheless, membrane permeance after rinsing and cleaning did not exceed the initial permeance value, which indicates irreversible membrane fouling.",n
"Considering the results shown in Fig. 9, the flux recovery ratios suggest less irreversible interactions between fouling compounds in the feed solution and the membrane surface, especially for the membranes with high PAA concentration (PA-1.0 and PA-1.5). This could indicate that the enhanced hydrophilicity and more negative surface zeta potential of these membranes (PA-1.0 and PA-1.5) did not only improve the filtration fluxes of ThMP process water but also reduced the membrane-foulant interactions. In comparison to the reference membrane, increasing the concentration of PAA also resulted in an increase in the FRRs. Thus, PAA is efficient in reducing fouling accumulation on the membrane surface as most of the membranes with PAA are characterized by higher FRR compared to the reference membrane.",n
"According to rejection results (Fig. 10), an increase in PAA concentration in the coagulation bath during membrane formation had practically no impact on the rejection of lignin, however, the rejection of hemicellulose slightly increased. The results of total lignin rejection for the modified membranes (Fig. 10A) were between 26.5% and 31.5%. The reference membrane, without PAA addition in the coagulation bath retained about 25.9% of total lignin.",n
